disease,rank,drug,drugbank,score
Hepatolenticular Degeneration,4,DB01234,DB01234,1.28
Hepatolenticular Degeneration,5,prednisone,DB00635,1.14
Hepatolenticular Degeneration,6,methylprednisolone,DB00959,1.05
Hepatolenticular Degeneration,7,DB00443,DB00443,0.96
Hepatolenticular Degeneration,8,DB00741,DB00741,0.77
Hepatolenticular Degeneration,9,DB00620,DB00620,0.69
Hepatolenticular Degeneration,10,DB01380,DB01380,0.68
Hepatolenticular Degeneration,11,DB00181,DB00181,0.67
Hepatolenticular Degeneration,12,zonisamide,DB00909,0.46
Hepatolenticular Degeneration,13,DB00490,DB00490,0.39
Hepatolenticular Degeneration,14,DB06819,DB06819,0.39
Hepatolenticular Degeneration,15,cytarabine,DB00987,0.37
Hepatolenticular Degeneration,16,DB00419,DB00419,0.35
Hepatolenticular Degeneration,17,DB01068,DB01068,0.32
Hepatolenticular Degeneration,18,DB01219,DB01219,0.32
Hepatolenticular Degeneration,19,azathioprine,DB00993,0.29
Hepatolenticular Degeneration,20,DB00963,DB00963,0.28
Hepatolenticular Degeneration,21,etoposide,DB00773,0.26
Hepatolenticular Degeneration,22,DB01037,DB01037,0.25
Hepatolenticular Degeneration,23,DB01181,DB01181,0.25
Hepatolenticular Degeneration,24,fluorouracil,DB00544,0.25
Hepatolenticular Degeneration,25,DB00618,DB00618,0.25
Hepatolenticular Degeneration,26,DB06262,DB06262,0.24
Hepatolenticular Degeneration,27,methotrexate,DB00563,0.24
Hepatolenticular Degeneration,28,doxorubicin,DB00997,0.24
Hepatolenticular Degeneration,29,DB00989,DB00989,0.24
Hepatolenticular Degeneration,30,clopidogrel,DB00758,0.23
Hepatolenticular Degeneration,31,DB00502,DB00502,0.22
Hepatolenticular Degeneration,32,DB00945,DB00945,0.22
Hepatolenticular Degeneration,33,gabapentin,DB00996,0.22
Hepatolenticular Degeneration,34,DB01235,DB01235,0.20
Hepatolenticular Degeneration,35,DB00413,DB00413,0.19
Hepatolenticular Degeneration,36,DB00794,DB00794,0.19
Hepatolenticular Degeneration,37,DB00682,DB00682,0.19
Hepatolenticular Degeneration,38,DB05271,DB05271,0.19
Hepatolenticular Degeneration,39,DB00190,DB00190,0.19
Hepatolenticular Degeneration,40,DB00268,DB00268,0.19
Hepatolenticular Degeneration,41,cyclosporine,DB00091,0.18
Hepatolenticular Degeneration,42,DB00575,DB00575,0.18
Hepatolenticular Degeneration,43,DB00806,DB00806,0.17
Hepatolenticular Degeneration,44,phenobarbital,DB01174,0.16
Hepatolenticular Degeneration,45,DB00494,DB00494,0.16
Hepatolenticular Degeneration,46,DB00323,DB00323,0.16
Hepatolenticular Degeneration,47,DB00199,DB00199,0.16
Hepatolenticular Degeneration,48,DB00424,DB00424,0.15
Hepatolenticular Degeneration,49,DB00392,DB00392,0.15
Hepatolenticular Degeneration,50,DB01173,DB01173,0.15
"Cardiomyopathy, Hypertrophic, Familial",1,DB00945,DB00945,11.15
"Cardiomyopathy, Hypertrophic, Familial",2,DB00682,DB00682,10.31
"Cardiomyopathy, Hypertrophic, Familial",3,DB00806,DB00806,9.84
"Cardiomyopathy, Hypertrophic, Familial",4,DB00722,DB00722,9.64
"Cardiomyopathy, Hypertrophic, Familial",5,DB01219,DB01219,8.37
"Cardiomyopathy, Hypertrophic, Familial",6,DB00790,DB00790,8.26
"Cardiomyopathy, Hypertrophic, Familial",7,amlodipine,DB00381,8.26
"Cardiomyopathy, Hypertrophic, Familial",8,DB00393,DB00393,7.60
"Cardiomyopathy, Hypertrophic, Familial",9,DB01136,DB01136,7.16
"Cardiomyopathy, Hypertrophic, Familial",10,DB00883,DB00883,7.15
"Cardiomyopathy, Hypertrophic, Familial",11,DB01612,DB01612,7.14
"Cardiomyopathy, Hypertrophic, Familial",12,digoxin,DB00390,6.52
"Cardiomyopathy, Hypertrophic, Familial",13,DB01203,DB01203,6.49
"Cardiomyopathy, Hypertrophic, Familial",14,DB00960,DB00960,6.30
"Cardiomyopathy, Hypertrophic, Familial",15,DB00401,DB00401,6.23
"Cardiomyopathy, Hypertrophic, Familial",16,DB01115,DB01115,6.22
"Cardiomyopathy, Hypertrophic, Familial",17,DB01054,DB01054,6.16
"Cardiomyopathy, Hypertrophic, Familial",18,DB01166,DB01166,6.14
"Cardiomyopathy, Hypertrophic, Familial",19,DB01088,DB01088,5.67
"Cardiomyopathy, Hypertrophic, Familial",20,DB00575,DB00575,5.46
"Cardiomyopathy, Hypertrophic, Familial",21,DB04861,DB04861,5.01
"Cardiomyopathy, Hypertrophic, Familial",22,DB01197,DB01197,4.83
"Cardiomyopathy, Hypertrophic, Familial",23,DB00887,DB00887,4.82
"Cardiomyopathy, Hypertrophic, Familial",24,DB06209,DB06209,4.67
"Cardiomyopathy, Hypertrophic, Familial",25,DB00770,DB00770,3.95
"Cardiomyopathy, Hypertrophic, Familial",26,DB01182,DB01182,3.71
"Cardiomyopathy, Hypertrophic, Familial",27,DB00727,DB00727,3.66
"Cardiomyopathy, Hypertrophic, Familial",28,DB01210,DB01210,3.53
"Cardiomyopathy, Hypertrophic, Familial",29,DB08816,DB08816,3.22
"Cardiomyopathy, Hypertrophic, Familial",30,benazepril,DB00542,3.08
"Cardiomyopathy, Hypertrophic, Familial",31,enalapril,DB00584,2.58
"Cardiomyopathy, Hypertrophic, Familial",32,DB00214,DB00214,2.56
"Cardiomyopathy, Hypertrophic, Familial",33,DB00374,DB00374,2.52
"Cardiomyopathy, Hypertrophic, Familial",34,DB00692,DB00692,2.37
"Cardiomyopathy, Hypertrophic, Familial",35,DB00227,DB00227,2.23
"Cardiomyopathy, Hypertrophic, Familial",36,DB00571,DB00571,2.20
"Cardiomyopathy, Hypertrophic, Familial",37,DB00264,DB00264,2.18
"Cardiomyopathy, Hypertrophic, Familial",38,DB00178,DB00178,1.82
"Cardiomyopathy, Hypertrophic, Familial",39,DB00519,DB00519,1.81
"Cardiomyopathy, Hypertrophic, Familial",40,DB00881,DB00881,1.77
"Cardiomyopathy, Hypertrophic, Familial",41,DB00492,DB00492,1.72
"Cardiomyopathy, Hypertrophic, Familial",42,DB09293,DB09293,1.59
"Cardiomyopathy, Hypertrophic, Familial",43,DB01020,DB01020,1.56
"Cardiomyopathy, Hypertrophic, Familial",44,DB00975,DB00975,1.54
"Cardiomyopathy, Hypertrophic, Familial",45,telmisartan,DB00966,1.50
"Cardiomyopathy, Hypertrophic, Familial",46,DB00598,DB00598,1.48
"Cardiomyopathy, Hypertrophic, Familial",47,DB01275,DB01275,1.27
"Cardiomyopathy, Hypertrophic, Familial",48,DB09220,DB09220,1.27
"Cardiomyopathy, Hypertrophic, Familial",49,losartan,DB00678,1.20
"Cardiomyopathy, Hypertrophic, Familial",50,DB00691,DB00691,1.08
"Hepatitis, Autoimmune",1,DB00864,DB00864,11.52
"Hepatitis, Autoimmune",2,DB00620,DB00620,10.85
"Hepatitis, Autoimmune",3,DB01234,DB01234,10.20
"Hepatitis, Autoimmune",4,methylprednisolone,DB00959,10.09
"Hepatitis, Autoimmune",5,DB00443,DB00443,10.06
"Hepatitis, Autoimmune",6,prednisone,DB00635,9.87
"Hepatitis, Autoimmune",7,DB00741,DB00741,9.58
"Hepatitis, Autoimmune",8,mycophenolate,DB00688,9.18
"Hepatitis, Autoimmune",9,DB01380,DB01380,9.08
"Hepatitis, Autoimmune",10,DB00545,DB00545,7.59
"Hepatitis, Autoimmune",11,DB11611,DB11611,6.04
"Hepatitis, Autoimmune",12,DB01611,DB01611,2.60
"Hepatitis, Autoimmune",13,methotrexate,DB00563,1.41
"Hepatitis, Autoimmune",14,DB00608,DB00608,0.99
"Hepatitis, Autoimmune",15,leflunomide,DB01097,0.99
"Hepatitis, Autoimmune",16,DB00945,DB00945,0.80
"Hepatitis, Autoimmune",17,chlorambucil,DB00291,0.70
"Hepatitis, Autoimmune",18,DB11817,DB11817,0.58
"Hepatitis, Autoimmune",19,lomustine,DB01206,0.57
"Hepatitis, Autoimmune",20,DB00770,DB00770,0.53
"Hepatitis, Autoimmune",21,DB00759,DB00759,0.30
"Hepatitis, Autoimmune",22,vinblastine,DB00570,0.26
"Hepatitis, Autoimmune",23,budesonide,DB01222,0.24
"Hepatitis, Autoimmune",24,clopidogrel,DB00758,0.23
"Hepatitis, Autoimmune",25,DB06210,DB06210,0.22
"Hepatitis, Autoimmune",26,cytarabine,DB00987,0.20
"Hepatitis, Autoimmune",27,DB01260,DB01260,0.19
"Hepatitis, Autoimmune",28,DB11921,DB11921,0.18
"Hepatitis, Autoimmune",29,DB00591,DB00591,0.18
"Hepatitis, Autoimmune",30,DB01013,DB01013,0.17
"Hepatitis, Autoimmune",31,DB09053,DB09053,0.15
"Hepatitis, Autoimmune",32,auranofin,DB00995,0.15
"Hepatitis, Autoimmune",33,DB14512,DB14512,0.14
"Hepatitis, Autoimmune",34,DB01240,DB01240,0.13
"Hepatitis, Autoimmune",35,DB00663,DB00663,0.13
"Hepatitis, Autoimmune",36,DB03904,DB03904,0.13
"Hepatitis, Autoimmune",37,sulfasalazine,DB00795,0.13
"Hepatitis, Autoimmune",38,DB00253,DB00253,0.12
"Hepatitis, Autoimmune",39,piroxicam,DB00554,0.12
"Hepatitis, Autoimmune",40,etoposide,DB00773,0.11
"Hepatitis, Autoimmune",41,DB01399,DB01399,0.10
"Hepatitis, Autoimmune",42,DB00573,DB00573,0.09
"Hepatitis, Autoimmune",43,DB00351,DB00351,0.08
"Hepatitis, Autoimmune",44,DB01181,DB01181,0.07
"Hepatitis, Autoimmune",45,DB01050,DB01050,0.07
"Hepatitis, Autoimmune",46,DB01278,DB01278,0.07
"Hepatitis, Autoimmune",47,DB00712,DB00712,0.05
"Hepatitis, Autoimmune",48,DB13832,DB13832,0.05
"Hepatitis, Autoimmune",49,DB05676,DB05676,0.04
"Hepatitis, Autoimmune",50,DB00309,DB00309,0.03
"Leukemia, Mast-Cell",1,cyclosporine,DB00091,11.59
"Leukemia, Mast-Cell",2,methotrexate,DB00563,8.71
"Leukemia, Mast-Cell",3,DB01234,DB01234,8.57
"Leukemia, Mast-Cell",4,cytarabine,DB00987,8.07
"Leukemia, Mast-Cell",5,mitoxantrone,DB01204,7.89
"Leukemia, Mast-Cell",6,DB01073,DB01073,7.86
"Leukemia, Mast-Cell",7,DB00262,DB00262,7.72
"Leukemia, Mast-Cell",8,vincristine,DB00541,7.63
"Leukemia, Mast-Cell",9,DB00864,DB00864,7.53
"Leukemia, Mast-Cell",10,DB00443,DB00443,7.52
"Leukemia, Mast-Cell",11,DB00309,DB00309,7.48
"Leukemia, Mast-Cell",12,methylprednisolone,DB00959,7.32
"Leukemia, Mast-Cell",13,bleomycin,DB00290,7.23
"Leukemia, Mast-Cell",14,DB13832,DB13832,6.95
"Leukemia, Mast-Cell",15,doxorubicin,DB00997,6.84
"Leukemia, Mast-Cell",16,DB01181,DB01181,6.64
"Leukemia, Mast-Cell",17,DB01042,DB01042,6.57
"Leukemia, Mast-Cell",18,DB00741,DB00741,6.18
"Leukemia, Mast-Cell",19,prednisone,DB00635,5.82
"Leukemia, Mast-Cell",20,DB00620,DB00620,5.78
"Leukemia, Mast-Cell",21,vinorelbine,DB00361,5.70
"Leukemia, Mast-Cell",22,DB01380,DB01380,5.69
"Leukemia, Mast-Cell",23,DB06769,DB06769,5.52
"Leukemia, Mast-Cell",24,DB00851,DB00851,5.48
"Leukemia, Mast-Cell",25,DB01033,DB01033,5.25
"Leukemia, Mast-Cell",26,azathioprine,DB00993,5.23
"Leukemia, Mast-Cell",27,DB09053,DB09053,5.09
"Leukemia, Mast-Cell",28,thalidomide,DB01041,5.02
"Leukemia, Mast-Cell",29,streptozocin,DB00428,4.97
"Leukemia, Mast-Cell",30,etoposide,DB00773,4.02
"Leukemia, Mast-Cell",31,DB00242,DB00242,2.30
"Leukemia, Mast-Cell",32,teniposide,DB00444,2.25
"Leukemia, Mast-Cell",33,DB08910,DB08910,2.23
"Leukemia, Mast-Cell",34,DB09054,DB09054,1.76
"Leukemia, Mast-Cell",35,DB06809,DB06809,1.61
"Leukemia, Mast-Cell",36,DB00631,DB00631,1.48
"Leukemia, Mast-Cell",37,mycophenolate,DB00688,1.48
"Leukemia, Mast-Cell",38,dasatinib,DB01254,1.44
"Leukemia, Mast-Cell",39,daunorubicin,DB00694,1.35
"Leukemia, Mast-Cell",40,venetoclax,DB11581,1.27
"Leukemia, Mast-Cell",41,DB11952,DB11952,0.99
"Leukemia, Mast-Cell",42,idarubicin,DB01177,0.96
"Leukemia, Mast-Cell",43,DB01008,DB01008,0.93
"Leukemia, Mast-Cell",44,DB11611,DB11611,0.74
"Leukemia, Mast-Cell",45,hydroxyurea,DB01005,0.72
"Leukemia, Mast-Cell",46,DB00755,DB00755,0.63
"Leukemia, Mast-Cell",47,DB01169,DB01169,0.55
"Leukemia, Mast-Cell",48,DB00305,DB00305,0.54
"Leukemia, Mast-Cell",49,DB00480,DB00480,0.47
"Leukemia, Mast-Cell",50,DB06595,DB06595,0.46
